Brand,Model,Year,Price,Color,Mileage,Transmission,Fuel_Type,Date_Sold,Buyer_Name,City,Dealership_ID,Cost,Profit,Customer_Email,Customer_Phone
Chevrolet,Malibu,2021,59778.47,,82668.5,Automatic,Hybrid,04-07-2020,Kristin Powell,Nelsonhaven,D0020,56668.38835,3110.081646,ltaylor@yahoo.com,965-245-3068x7669
BMW,X3,2007,46883.91,Black,196861.7,Automatic,Electric,20-08-2023,Scott Lopez,South Kimberlyberg,D0041,42075.51698,4808.39302,mrush@villa.com,+1-153-214-6386x8692
Mercedes,GLA,2020,59533.53,Blue,52947.5,Automatic,Hybrid,01-05-2025,Brianna Boyd,New Michaelside,D0049,51548.62609,7984.903912,bstephens@hotmail.com,001-885-993-6624x067
Chevrolet,Malibu,2005,17345.85,Blue,178638.1,Manual,Diesel,06-06-2025,Ashley Wu,Marshhaven,D0027,13641.34127,3704.508726,kelli24@terry.com,150.223.1863x7564
Toyota,Corolla,2010,6862.17,Grey,150602.6,Automatic,Petrol,28-06-2025,Frances Clark,New Anthony,D0049,5097.560089,1764.609911,,965-765-7318
BMW,X5,2010,57892.48,Red,127554,Manual,Diesel,08-06-2025,Charles Robinson,North Ashley,D0012,41667.83169,16224.64831,,581-016-6767
Nissan,Altima,2016,34353.35,Blue,194692.6,Manual,Hybrid,19-04-2025,Margaret Morrison,Johnchester,D0007,30001.61765,4351.732352,eric08@gmail.com,814-565-9675
Chevrolet,Malibu,2000,53089.49,Blue,97010.1,Automatic,Hybrid,28-03-2021,Rita Newton,Kellymouth,D0003,47577.78448,5511.705524,sullivanrichard@hotmail.com,085-136-6863x965
Toyota,RAV4,2016,60402.57,Black,136113.6,Automatic,Electric,19-05-2021,Paul Hodges,Lake Angelashire,D0010,54761.78015,5640.789851,brandidiaz@powers.org,001-215-042-9188x56224
Nissan,Rogue,2015,45864.11,Blue,24008,Manual,Diesel,29-06-2023,Curtis Martinez,Rossfurt,D0034,42582.13166,3281.978344,andersonnicholas@hotmail.com,001-393-408-2993x4704
BMW,X5,2016,43354.24,Blue,6286.2,Automatic,Hybrid,09-03-2025,Jennifer King,Bishopshire,D0025,39885.13737,3469.102629,amanda16@yahoo.com,888-015-0754x464
chevrolet,Equinox,2007,47875.3,Grey,120038.2,Manual,Hybrid,24-02-2024,Charles Ramirez,Chadtown,D0035,45478.43833,2396.861667,nbenitez@hotmail.com,(247)7066282
BMW,X1,2015,7588.56,Silver,51735.8,Manual,Electric,03-03-2024,Ivan Montgomery,Carlahaven,D0016,5775.015598,1813.544402,scottparker@hotmail.com,(582)156-5929
Chevrolet,Equinox,2024,19053.72,Silver,130843.2,Automatic,Electric,03-10-2023,Samuel Turner,South Elizabethstad,D0002,16973.56639,2080.153606,vwade@gmail,(287)206-2034x048
Hyundai,Sonata,2016,7647.17,White,132125.2,Automatic,Electric,11-10-2024,Glenn Williams,Valenzuelaberg,D0024,6474.207897,1172.962103,samanthapotts@gmail.com,(702)604-9212
Nissan,Sentra,2008,42722,Black,111543.2,Manual,Electric,20-06-2023,David Adams,North Carolport,D0010,32695.62864,10026.37136,bsavage@simmons-hutchinson.com,
Mercedes,GLA,2015,30274.99,Silver,82961,Manual,Hybrid,06-11-2022,Andrea Khan,New Samuel,D0038,28624.28645,1650.703547,nancy52@gmail.com,722-075-4220
Honda,CR-V,2015,63523.77,,93251.7,Manual,Petrol,18-01-2021,Timothy Carroll,Colemanville,D0022,58726.10717,4797.662827,jessica70@bennett-stewart.com,+11832558269x145
Hyundai,Elantra,2001,16715.32,Black,181949.4,Manual,Hybrid,13-09-2022,Alison Hall,South Jameshaven,D0026,12237.76913,4477.550869,jameshart@howard.biz,+1-004-688-3877x125
Hyundai,Elantra,2007,64859.88,Red,26686.1,Automatic,Electric,09-08-2023,Karen Terry,Wellsland,D0043,45826.07274,19033.80726,kenglish@mcclure.com,5118563541
BMW,X3,2022,51181.6,Silver,137285.1,Automatic,Hybrid,06-01-2025,Katherine Hernandez,New Henryborough,D0039,44634.58744,6547.012564,,001-907-512-9597x007
Nissan,Rogue,2020,8785.88,,183607.5,unknown,Petrol,26-05-2024,David Wood,West Brenda,D0027,7477.070802,1308.809198,,477-114-8148
Toyota,Camry,2014,51026.8,Blue,34706,Manual,Diesel,27-05-2025,Amber Hatfield,Barberport,D0029,47656.67917,3370.120828,dkoch@hotmail.com,637.749.1812
Honda,Civic,2013,13708.45,Silver,81157.5,Manual,Petrol,30-04-2021,Tom Poole,New Alexandraland,D0047,10397.87744,3310.572555,hunterheather@yahoo.com,756.932.0112x92941
Honda,Accord,2006,12559.58,Black,125014.7,Automatic,Petrol,06-07-2024,Hayley Peterson,West Nathan,D0038,9056.675296,3502.904704,jonduran@gmail.com,+1-791-191-7904x660
Honda,Civic,2016,53563.55,Red,115370.5,Automatic,Electric,19-10-2020,Christine King,New Bruce,D0020,40965.60837,12597.94163,lisa35@walker-sampson.com,+1-261-582-0500x8319
Toyota,RAV4,2016,62649.06,Blue,69911.6,Manual,Electric,27-12-2023,Laura Rogers,Lake Heather,D0027,44150.79172,18498.26828,matthew17@gmail,+1-668-608-1275x4220
Mercedes,GLA,2009,15344.82,Red,63411.2,Manual,Electric,06-10-2021,Joseph Diaz,Gillespiefort,D0041,10879.06595,4465.754048,guzmankristin@coleman.com,269-012-3399x4377
Mercedes,C-Class,2024,38847.51,White,114306.5,Automatic,Electric,25-02-2021,Michael Cooper,Mirandachester,D0020,36078.24394,2769.266059,acastillo@perry-vargas.com,440.931.4223x6274
Honda,Civic,2023,62700.69,White,44725.2,Automatic,Hybrid,16-10-2021,Thomas Woodard,East Stephenview,D0044,49408.40365,13292.28635,matthewmorgan@gmail,
Volkswagen,Golf,2024,67725.98,Red,106578.5,Automatic,Hybrid,29-09-2023,Elizabeth Murphy,West Sarah,D0019,54363.79655,13362.18345,jamesvelez@yahoo.com,001-359-725-6565x368
Nissan,Altima,2008,50807.71,Grey,108501.7,Automatic,Hybrid,20-04-2022,Eric Rice,Devonville,D0020,35798.75242,15008.95758,davidpratt@fisher.net,(076)676-3078
Toyota,Corolla,2003,42366.86,White,35777,Manual,Hybrid,09-12-2023,Dennis Holmes MD,Warrenfurt,D0035,32522.0916,9844.768403,toddhernandez@ortiz-white.com,
Ford,Fusion,2012,14982.63,Black,47685,Manual,Diesel,10-06-2021,Matthew Fields,Melissaville,D0047,13502.06892,1480.561084,christinagarcia@griffin.com,314.787.9785
BMW,X3,2013,62295.52,Grey,87006.3,Manual,Petrol,27-05-2023,Derrick Williams,Lake Kimberly,D0002,53192.44635,9103.073653,danielanderson@jones-hill.com,5345496056
Mercedes,GLA,2011,36432.66,Black,50560.1,Automatic,Electric,30-09-2020,Brooke Weaver,Rebeccaburgh,D0030,32368.42009,4064.239912,stephen95@williams-marquez.com,632.626.8626x0686
Honda,CR-V,2022,61907.81,Silver,73337.1,Manual,Petrol,26-05-2022,Lisa Roberts,North Michaelside,D0034,50256.97282,11650.83718,grivas@gmail,957.905.2706x4076
Mercedes,GLA,2024,10747.16,Silver,119969.4,Automatic,Hybrid,24-04-2022,Susan Jones,Port James,D0022,8355.189376,2391.970624,ryan58@martinez.net,042.789.4869
Volkswagen,Passat,2015,10137.27,,197418.4,unknown,Petrol,11-03-2023,Kaylee Heath,Edwardfurt,D0003,8319.683069,1817.586931,michael61@yahoo.com,313.653.4744x54961
volkswagen,Passat,2001,33223.82,Black,179670.7,Manual,Petrol,25-12-2024,Michael Mcbride,South David,D0006,25940.08776,7283.732244,qrobinson@yahoo.com,
Honda,Accord,2013,60037.6,Silver,21046.6,Automatic,Hybrid,10-10-2021,Katherine Anderson,Port Samantha,D0015,54618.77278,5418.827222,amyweiss@johnson-montoya.biz,173-125-8659x66762
Hyundai,Elantra,2007,12193.08,Black,,Automatic,Diesel,29-10-2022,Ryan Choi,Danielside,D0027,9442.545857,2750.534143,kara42@landry.com,509-262-9100x89063
Ford,Escape,2004,31191.46,Silver,36662.2,Automatic,Hybrid,16-06-2022,Terry Torres,New Billy,D0010,26978.7698,4212.6902,,
Nissan,Altima,2013,19898.13,Blue,142446.3,Manual,Diesel,30-06-2021,Emily Guzman,Lake Shawnside,D0009,14610.11352,5288.016483,hernandezandrea@yahoo.com,001-942-019-5957
Nissan,Altima,2006,28706.59,Red,42412.4,Manual,Diesel,16-02-2022,Patricia Hernandez,Cohenville,D0033,25024.01171,3682.578295,grahamshelley@gmail.com,(926)194-6612x701
Nissan,Sentra,2009,26532.81,Silver,179273.4,Manual,Petrol,01-04-2022,Robert Cannon,Villashire,D0032,24631.06893,1901.74107,lperry@holder.com,666.696.7648
Nissan,Sentra,2020,54548.48,Silver,40702.4,Manual,Electric,19-05-2025,Edward Smith,Port Jamesland,D0048,46483.25751,8065.22249,pscott@houston.net,(341)2922735
BMW,X1,2010,49797.33,White,67977.4,Automatic,Diesel,07-11-2022,Sarah Gonzalez,West Heather,D0006,41827.95678,7969.373222,malik55@ellison.biz,+1-311-536-0557x70079
Toyota,Corolla,2023,46662.97,Silver,,Automatic,Electric,03-08-2022,Keith Bass,East Jenniferchester,D0041,43876.23723,2786.732773,michaelbeck@flores.com,+1-203-497-8286x19737
Volkswagen,Passat,2015,53805.75,,44725.7,Manual,Petrol,04-11-2022,Victor Waters,New Veronicafurt,D0036,46103.41055,7702.339448,jeffreymcdonald@lucas.com,870.802.0905x9634
BMW,X1,2015,61000.11,Blue,95877.2,Manual,Diesel,05-12-2020,Phillip Bauer,Cookview,D0002,46658.22825,14341.88175,mmills@anderson-stephenson.net,-4811
BMW,X3,2008,42011.75,White,146107.3,Automatic,Diesel,05-03-2025,Jerry Blevins,Lake Jorge,D0029,32479.18965,9532.560351,,387-072-8428
Chevrolet,Impala,2019,15542.59,Red,16725.5,Automatic,Diesel,28-09-2024,Mallory Burton,Lake Tinaville,D0004,13620.38599,1922.204008,uwilliams@gmail.com,(717)4275131x0230
Ford,Escape,2015,64228.77,Silver,184941,Manual,Diesel,29-03-2021,Joshua Goodman,Ashleyborough,D0001,56769.18596,7459.58404,robertaharris@hotmail.com,423-061-8481
Honda,Civic,2015,22518.54,Silver,81443,Manual,Diesel,12-04-2021,Pam Kelly MD,East Brooke,D0019,17471.55101,5046.988991,angelica36@gmail,(187)075-1490
Mercedes,GLA,2018,45945.71,Grey,52512.6,Automatic,Electric,28-10-2021,Gary Vargas,Richardton,D0026,36128.76557,9816.944435,vflores@gmail,(034)007-2218
Mercedes,C-Class,2010,43052.16,Silver,7488.6,Automatic,Diesel,31-10-2024,Tyler Cooper,Martinbury,D0025,40803.29285,2248.867154,smithmary@hotmail.com,001-961-774-1565
Honda,Civic,2021,28529.6,Red,197777.2,Automatic,Hybrid,18-10-2020,Scott Barton,Mclaughlinview,D0010,20697.88636,7831.713635,darrell55@yahoo.com,+1-356-934-5865x139
Honda,Accord,2015,69710.46,Black,6185.9,Manual,Hybrid,18-06-2022,Cody Golden,Gonzalezport,D0015,55849.31977,13861.14023,,+1-655-237-2545x054
BMW,X3,2023,9165.45,Black,46839.2,Automatic,Diesel,22-04-2022,Arthur Lee,West Shannon,D0022,6558.904931,2606.545069,wheelersamantha@gmail,196-391-4476
Kia,Optima,2003,60259.04,Silver,111897.9,Automatic,Hybrid,12-05-2023,Christopher Nelson,Charlesville,D0048,54550.67646,5708.363535,jacob46@myers-brown.info,(171)593-5998
Ford,Escape,2024,49568.19,Red,138936.1,Manual,Electric,14-08-2024,Miss Deanna Gibson PhD,Gutierrezbury,D0021,35842.08702,13726.10298,angela86@gmail.com,-10266
BMW,X1,2023,56990.43,Red,12217.9,Automatic,Diesel,25-01-2022,John Galloway,Stuartbury,D0022,49496.29327,7494.136733,yalexander@gmail.com,+18447877558x2899
Volkswagen,Tiguan,2007,32088.12,Red,,Manual,Petrol,14-07-2022,Melanie Jones,North Amanda,D0036,22914.79572,9173.324278,jimenezronald@evans.info,512.806.3224x63942
Hyundai,Elantra,2023,53810.79,Grey,5890.2,Manual,Electric,16-02-2023,Randy Walker,Lake Lisa,D0034,46719.26829,7091.521715,brandon07@hotmail.com,
Honda,Accord,2003,45835.92,Blue,38103.1,Manual,Electric,15-12-2020,Sandra Schultz,North Krista,D0030,41745.48751,4090.432486,joeljohnson@king-young.com,506-156-9923x467
Ford,Fusion,2014,39530.96,White,,Manual,Petrol,29-10-2020,Brian Mcdowell,Taylortown,D0025,31613.12146,7917.838543,barajasjoel@gmail.com,+1-333-704-9782x3644
Toyota,Corolla,2020,10763.3,Grey,25861.8,Automatic,Diesel,30-08-2020,Martha Brown,Jeffreyberg,D0045,8939.261022,1824.038978,angela07@gmail,
Honda,CR-V,2004,15819.8,Blue,56463.1,Automatic,Hybrid,19-03-2023,Peter Diaz,South Brian,D0028,12661.9375,3157.862503,kpena@raymond-snyder.com,645-527-9873
BMW,X3,2005,64014.29,Red,146455.8,Automatic,Petrol,18-10-2024,Rachel Walters,East Samuel,D0001,49618.89663,14395.39337,edwardosborne@gmail.com,-8681
Toyota,RAV4,2011,45805.51,,194474.2,Automatic,Electric,06-04-2022,Lisa Carpenter,Clarkport,D0049,41262.32943,4543.180567,pgriffin@hotmail.com,7633683504
Honda,Civic,2005,63849.39,White,156585.9,Manual,Petrol,13-12-2021,Joseph Green,North Kenneth,D0045,49036.3726,14813.0174,vlewis@gmail.com,+1-963-490-7355x44871
Chevrolet,Equinox,2000,33523.54,Silver,23466.6,Automatic,Hybrid,30-11-2023,Eric Miller,Robertmouth,D0004,29525.3837,3998.156299,martinezshane@gmail.com,(269)882-9110x865
BMW,X3,2022,39974.87,Red,158594.1,Manual,Hybrid,11-05-2025,Kristina Hernandez,Lake Nicole,D0007,30043.08436,9931.785641,jessica62@hotmail.com,
Mercedes,GLA,2002,58075.48,White,70458.9,Automatic,Hybrid,29-08-2024,Krista Krueger,Heatherton,D0049,44280.43078,13795.04922,melissaclark@yahoo.com,771-434-4451x93911
Ford,Focus,2021,17539.35,Grey,133798.8,Manual,Hybrid,23-04-2021,Bradley Wells,East Alexisside,D0009,13752.87252,3786.477477,michael94@gmail,+1-718-051-1643x92941
Chevrolet,Impala,2023,32411.38,Grey,78542.3,Manual,Petrol,17-02-2024,Deborah Nguyen,North Jared,D0036,27461.80881,4949.571193,laura00@yahoo.com,5152832794
Honda,CR-V,2011,27765.1,White,21548.5,Automatic,Hybrid,16-06-2023,Michael Sellers,North Martinview,D0019,22589.84028,5175.259717,petersondanielle@schultz.info,520-154-5625
Kia,Rio,2001,60308.64,Grey,81038.7,Automatic,Electric,14-06-2024,Brandy Jensen,North Saraside,D0001,53450.71552,6857.924479,nicholsonmadeline@yahoo.com,(174)261-2377
Chevrolet,Equinox,2012,39380.57,,17771.9,Manual,Petrol,16-04-2022,Timothy Nolan,East Bruce,D0010,29668.99951,9711.570495,hscott@gmail.com,702.939.0962
Hyundai,Tucson,2000,9036.28,Silver,66935.5,Manual,Hybrid,15-03-2022,Michelle Lee,Jennaberg,D0036,6349.505445,2686.774555,joshuadennis@gmail.com,+10456806321x975
BMW,X1,2024,43397.22,Black,85089.7,Automatic,Hybrid,21-12-2022,Anna Carter,Grahamton,D0009,38803.16286,4594.057139,ocraig@walker.info,(859)324-5953x02798
Nissan,Sentra,2022,58590.05,Silver,176634.6,Automatic,Diesel,04-12-2020,John Mitchell,Miguelmouth,D0045,53048.15389,5541.896111,plester@gmail,6166757250
Ford,Escape,2023,59878.51,Silver,36042.6,Manual,Hybrid,12-03-2024,Audrey Martinez,East Gregory,D0046,42805.35289,17073.15711,yvonnehall@manning.com,
Hyundai,Elantra,2012,6516.26,Red,44980.6,Automatic,Diesel,13-09-2024,Andrew Brown,Wilkinsonmouth,D0042,5556.590063,959.6699374,michaelholloway@oliver-allen.com,(146)187-2034x205
Nissan,Altima,2021,44367.65,White,134858,Automatic,Diesel,05-07-2023,Kenneth Brewer,Richardbury,D0032,35252.39155,9115.258446,sheltonnatasha@griffith.biz,082.878.0115x20020
BMW,X1,2001,,,171957,Automatic,Electric,05-10-2021,Cristian Hall,Hodgeburgh,D0032,,,campbellchristopher@hotmail.com,-7139
Toyota,Camry,2016,41858.52,Blue,163824.3,Manual,Diesel,02-02-2022,Christian Torres,North Justin,D0006,38451.38878,3407.131224,donaldnovak@hotmail.com,274-854-7884x9414
Toyota,Camry,2021,5718.59,Red,118393.3,Automatic,Electric,31-12-2020,Jonathan Henry,Bruceshire,D0048,5219.648408,498.9415923,,-4348
Chevrolet,Impala,2018,46151.94,Blue,11273.3,Automatic,Electric,15-02-2023,James Caldwell,Lake Robert,D0038,41273.72895,4878.211052,andrew44@blanchard-murray.com,
Honda,CR-V,2013,23344.26,,55383,Manual,Electric,04-09-2023,Scott Williams,Cohenview,D0017,17911.1883,5433.071705,garrisonkristine@hotmail.com,329.136.4827x1758
BMW,X5,2008,59523.09,Red,171735.8,Manual,Electric,19-08-2022,Wendy Mcconnell,Gregoryfort,D0010,53747.70808,5775.381919,moorenicole@bauer.info,422.478.1343
Kia,Optima,2017,38469.81,Silver,34047.8,Automatic,Petrol,25-11-2020,Jason Holland,Jimmyside,D0050,32059.5709,6410.239098,,2364271400
Ford,Fusion,2005,8120.55,Grey,184921.4,Manual,Hybrid,05-01-2025,John Weaver,North Nicholasberg,D0027,5791.488182,2329.061818,bcox@martin.com,773-200-6366x4206
Hyundai,Tucson,2014,14144.68,Red,162362.9,Manual,Hybrid,05-01-2023,Sabrina Williams,Bakerborough,D0050,11517.08945,2627.590547,travisbaker@hudson.com,847-993-7563
BMW,X5,2022,14620.64,Grey,46056.8,Manual,Petrol,21-03-2025,Stephanie Robinson,Smithfort,D0035,13678.18593,942.454068,stephanie07@gmail,644-634-6467
Honda,Civic,2010,59973.83,Red,181750.1,Automatic,Diesel,03-01-2024,Douglas Wood,Dawnchester,D0021,55293.76243,4680.067574,smartinez@middleton-martin.com,040.756.9009
Nissan,Sentra,2016,55866.75,Blue,161675.3,Manual,Petrol,29-06-2022,Nicholas Gonzalez,Nguyenside,D0025,40535.01826,15331.73174,jessica81@sawyer-davis.com,017.581.6135x24361
Kia,Optima,2017,22265.23,Blue,123838.3,Manual,Diesel,21-11-2020,Catherine Ferguson,Smithtown,D0028,19727.69895,2537.531048,,(670)511-2910x65345
BMW,X3,2006,22847.95,Blue,177857.9,Manual,Electric,08-11-2022,Misty Smith,Poolechester,D0047,20596.24378,2251.706222,joshua77@hotmail.com,(130)982-4390x220
Hyundai,Sonata,2023,49331.11,Black,100520.1,Automatic,Diesel,21-04-2021,Michele Hernandez,Michaelside,D0015,37878.74714,11452.36286,leejessica@hotmail.com,828078753
Kia,Sportage,2006,40980.44,Grey,81599.7,Manual,Diesel,14-12-2023,Christopher Osborne,Lake Micheal,D0004,33517.98968,7462.450316,anitaanderson@walters-marks.biz,-3104
Volkswagen,Passat,2020,13865.74,Black,116558.3,Manual,Hybrid,03-05-2023,Joel Meyer,South Matthewburgh,D0029,12170.61148,1695.128515,kenneth38@gmail,001-883-849-1822x340
Hyundai,Elantra,2003,19418.89,Red,144159.5,Manual,Diesel,07-04-2023,Steven Craig,Port Zacharyville,D0009,15724.64759,3694.242406,kimkelly@payne.com,+1-717-494-3081x886
Ford,Fusion,2010,13739.48,White,27803,Automatic,Hybrid,24-03-2021,Jeff Levine,North Lindseyfort,D0027,10005.07875,3734.401247,daniel75@gmail,001-879-381-7568
Nissan,Altima,2001,23425.03,Grey,144207.3,Automatic,Petrol,29-12-2021,Richard Grant,North Jessica,D0026,20531.35036,2893.679639,twilson@campbell.com,001-972-872-8801
Kia,Rio,2005,58521.71,Grey,36551.2,Manual,Hybrid,18-11-2021,Sean Davis,East Angela,D0019,54302.86076,4218.849244,xacosta@hotmail.com,116.827.7400x237
Ford,Focus,2021,21122.31,Red,140618.2,Automatic,Diesel,25-04-2025,Kimberly Jones,Port Yvonne,D0028,18231.11318,2891.196824,ehines@lester.net,(095)4771309x4687
Ford,Escape,2005,42489.3,White,99719.2,Automatic,Diesel,11-07-2022,Brandon Watson,Krystalmouth,D0017,37962.07304,4527.226963,justinoconnor@gmail.com,(899)942-0164x13738
Mercedes,C-Class,2020,51266.12,Blue,84325.6,Manual,Electric,24-11-2020,Debbie Lambert,East Laura,D0043,40479.24819,10786.87181,stevenmcintyre@yahoo.com,(188)172-7573x3163
Ford,Fusion,2010,34350.7,Silver,182032.2,Manual,Electric,27-08-2023,Zachary Johnson,Lake Jasmine,D0041,25618.73699,8731.96301,cameron18@yahoo.com,001-018-259-7869x78591
Toyota,Camry,2002,64784.05,Blue,180440,Automatic,Hybrid,27-04-2024,Lindsey Sanders,Lake Daniel,D0042,55759.20526,9024.844742,danielwyatt@morgan.biz,3751485395x851
BMW,X3,2005,47002.75,Silver,41690.8,Manual,Diesel,07-09-2021,Jay Moore,Port Ericborough,D0050,36753.46201,10249.28799,rileysamantha@gmail.com,656.770.6319
Mercedes,E-Class,2023,51148.23,,190240.3,Automatic,Petrol,22-12-2021,William Petersen,Adamfort,D0020,46801.57054,4346.659458,,537.987.2124
Nissan,Sentra,2008,14166.11,Silver,128717,Manual,Hybrid,04-03-2022,Fred Cline,New Douglas,D0045,10350.56761,3815.542389,ashley99@randall.com,618-166-3427
Chevrolet,Equinox,2003,40813.86,Grey,196099.4,Automatic,Electric,07-04-2022,Shelly Mccoy,Traceyfort,D0040,32992.53369,7821.326311,grossbrett@gmail.com,775.127.4736x28276
Ford,Fusion,2013,58688.02,Grey,183347.3,Automatic,Petrol,04-09-2024,Lisa Owen,Frankbury,D0039,46902.40334,11785.61666,jenniferpeters@gmail,001-345-543-1147x956
Toyota,Camry,2003,,Silver,46874.3,Manual,Hybrid,18-06-2023,Michael Buck,North Jasontown,D0049,,,zachary09@moore.com,15789436736
Kia,Rio,2002,41534.24,Red,114397.3,Automatic,Hybrid,28-02-2021,Keith Wilson,Garciaburgh,D0023,30664.05239,10870.18761,daniel71@gmail.com,
Mercedes,GLA,2000,54094.61,White,72707,Automatic,Electric,05-07-2022,Shawn Salinas,North Barry,D0047,37999.39204,16095.21796,lfoster@brown.biz,+1-899-777-4402x853
Chevrolet,Impala,2014,40632.8,,23255.8,Manual,Hybrid,30-03-2021,Rebecca Thomas,North Christopher,D0032,30861.47721,9771.322791,annetteellis@gmail.com,001-013-208-5619x8126
Volkswagen,Golf,2021,40024.02,Silver,37842.5,Automatic,Diesel,13-02-2021,Mark Velez,North Adam,D0047,36224.50836,3799.51164,youngcody@thomas.net,+1-839-732-4109x588
BMW,X5,2001,8597.87,White,54145.1,Automatic,Hybrid,31-03-2024,Danielle Wood,Kathleenchester,D0033,6468.439441,2129.430559,xpratt@thompson-barry.net,+1-006-101-7391x60011
Hyundai,Elantra,2023,46030.11,Blue,67294.7,Manual,Diesel,17-05-2023,Donald Cunningham,West Kathleenburgh,D0046,34992.98794,11037.12206,davidvaughn@yahoo.com,012.845.6884
Hyundai,Sonata,2015,14700.3,Blue,130126.2,Automatic,Electric,28-04-2022,Xavier Long,Kimberlyhaven,D0005,10767.59785,3932.702151,lmiller@perkins.com,+1-303-875-5172x9070
Ford,Focus,2004,47803.9,Black,78216.9,Manual,Electric,08-11-2022,Wanda Hutchinson,Pottsstad,D0043,42012.89018,5791.009821,wayne74@phillips.com,
Volkswagen,Tiguan,2022,10442.35,Silver,151552.2,Automatic,Electric,23-12-2021,Craig Carson,Jennaville,D0048,7490.230277,2952.119723,daniellebean@hotmail.com,-2278
Chevrolet,Impala,2019,36998.1,,31786.2,Automatic,Diesel,11-05-2022,Kimberly Padilla,New Rachel,D0034,28962.18947,8035.910527,sesparza@gmail.com,+1-941-488-3518x837
Toyota,RAV4,2005,44715.43,White,91327.4,Manual,Petrol,12-02-2025,Hannah Baldwin,East Patricia,D0040,34458.81401,10256.61599,nicholas69@gmail,+1-230-056-3651x841
BMW,X1,2019,63747.28,White,184676.1,Manual,Diesel,07-05-2021,Michael Rice,West Aaronport,D0011,53470.57668,10276.70332,hcook@howard-armstrong.info,831.776.2093x33880
Chevrolet,Impala,2021,27944.49,Grey,92241.4,Automatic,Hybrid,16-05-2025,Sean Flores,Port Steven,D0050,24663.9205,3280.569497,griffinmatthew@kramer.com,
Hyundai,Sonata,2006,12400.83,White,54192.8,Manual,Hybrid,28-06-2025,James Lee,Lake Kyleview,D0003,10332.60852,2068.221481,,+1-647-801-2398x66583
Honda,Accord,2019,,Grey,110281.8,Automatic,Diesel,22-05-2021,Jordan Moore,East Elizabethtown,D0033,,,caseycross@gmail,
Chevrolet,Impala,2024,40817.81,Red,153366.3,Automatic,Diesel,31-05-2025,Joshua Stewart,Port Kaylashire,D0011,38281.41822,2536.391785,hannahparks@hotmail.com,-3448
Ford,Focus,2001,10396.42,White,49560,Automatic,Diesel,07-03-2024,Steven Colon,Lake Ambertown,D0016,8216.980343,2179.439657,vrobinson@garcia-mendez.biz,3975888394
Nissan,Rogue,2023,46771.33,White,49920.8,Manual,Petrol,04-07-2023,Jimmy Ramirez,Pierceville,D0018,41833.21738,4938.112622,jessica42@sullivan.com,(479)291-9485x96615
Volkswagen,Tiguan,2019,38125.22,White,65985.2,Manual,Petrol,26-04-2025,Linda Williams,Blanchardfort,D0030,33729.39532,4395.824682,zmyers@gmail,313-891-5107x00368
Toyota,Corolla,2019,65829.85,Black,118461.4,Automatic,Diesel,20-01-2021,Calvin Marshall,Hernandezchester,D0048,60776.82628,5053.023718,ronald86@scott.info,+1-711-514-7598x9601
Hyundai,Tucson,2009,60130.04,Grey,82280.7,Automatic,Petrol,23-04-2021,Linda Maxwell,New Derrickbury,D0010,48824.74525,11305.29475,maustin@dixon-leach.com,612-235-0897x625
Mercedes,C-Class,2006,16158.29,Silver,139766.4,Manual,Petrol,15-12-2023,Brenda Kennedy,South Jenniferport,D0018,13453.6879,2704.602101,ronaldsingh@wang.com,506.564.4211
Honda,Accord,2002,69652.35,White,62218.7,Manual,Hybrid,12-08-2022,Jade Knight,Kruegerview,D0038,55996.5595,13655.7905,bryanbarnes@mills.com,+1-598-166-5325x769
Volkswagen,Passat,2017,14837.02,Silver,,Automatic,Petrol,17-10-2020,Andre Bailey,Brandontown,D0019,13540.17884,1296.84116,bookerchristopher@ponce-reynolds.org,338.936.4960x36615
Nissan,Rogue,2009,60823.81,Grey,42004.6,Automatic,Diesel,13-08-2022,Tracy Flores,Nataliemouth,D0036,46069.5095,14754.3005,qhernandez@yahoo.com,787.880.0034x21332
Mercedes,C-Class,2017,38653.87,Grey,133649.4,unknown,Petrol,29-01-2023,Jeff Wood,Everettbury,D0013,29374.12989,9279.740113,howardaustin@young.com,001-775-529-7077
Ford,Focus,2023,32360.15,White,11485,Automatic,Petrol,28-05-2025,Kevin Hill,East Cheryl,D0046,25666.49426,6693.655739,xray@rubio.com,001-172-647-8641
Chevrolet,Equinox,2017,16142.17,Blue,170010.7,Automatic,Petrol,02-04-2022,Patricia Mitchell,Lake Renee,D0003,12229.07729,3913.092711,shannon16@hotmail.com,
Volkswagen,Passat,2016,24661.29,White,136878.1,Manual,Diesel,14-01-2021,Gregory Roberts,Melissaview,D0010,20721.69107,3939.598929,bobbywells@stanley-valentine.com,+1-072-128-5682x98575
Hyundai,Tucson,2007,11666.27,Red,14835.6,Manual,Electric,26-06-2021,Sarah Cole,East Anthony,D0038,8558.638474,3107.631526,zimmermanjane@gmail,(834)306-6349
Chevrolet,Impala,2010,53328.66,Blue,37064.6,Automatic,Electric,13-06-2024,Michael Day,Mirandaberg,D0001,41598.83751,11729.82249,tmeyer@hotmail.com,(603)760-8611x5451
Hyundai,Elantra,2006,19832.11,,195307.2,Manual,Electric,19-06-2025,Linda Kelly,Jesseview,D0027,18411.36093,1420.749065,johnhopkins@taylor-hamilton.com,
